Station,ID,Timestamp
2,start,"10060
"
2,0,"10070
"
2,0,"11075
"
2,0,"12080
"
2,0,"13129
"
2,0,"14168
"
2,0,"15236
"
2,0,"16259
"
2,0,"17283
"
2,0,"18502
"
2,0,"19533
"
2,0,"20537
"
2,0,"21598
"
2,1,"21753
"
2,0,"22657
"
2,1,"22755
"
2,0,"23659
"
2,1,"23769
"
2,0,"24666
"
2,0,"25745
"
2,0,"26795
"
2,0,"27856
"
2,0,"28876
"
2,0,"29933
"
2,0,"30939
"
2,0,"31950
"
2,0,"32955
"
2,0,"33972
"
2,0,"35039
"
2,0,"36046
"
2,0,"37136
"
2,0,"38167
"
2,0,"39233
"
2,0,"40247
"
2,0,"41309
"
2,0,"42363
"
2,0,"43644
"
2,0,"44670
"
2,0,"45692
"
2,0,"46756
"
2,0,"47764
"
2,0,"49809
"
2,0,"50839
"
2,0,"51967
"
2,0,"53004
"
2,0,"54035
"
2,0,"55055
"
2,0,"56078
"
2,0,"57142
"
2,0,"58207
"
2,0,"59259
"
2,0,"60343
"
2,0,"61349
"
2,0,"62437
"
2,0,"63443
"
2,0,"64445
"
2,0,"65538
"
2,0,"66562
"
2,0,"67562
"
2,0,"68687
"
2,0,"69704
"
2,0,"70734
"
2,0,"71751
"
2,0,"72874
"
2,0,"73940
"
2,0,"74953
"
2,0,"75974
"
2,0,"77032
"
2,0,"78116
"
2,0,"79253
"
2,0,"80263
"
2,0,"81283
"
2,0,"82298
"
2,0,"83330
"
2,0,"84335
"
2,0,"85380
"
2,start,"9334
"
2,0,"9433
"
2,0,"10509
"
2,0,"11534
"
2,0,"13042
"
2,13ecb9ab,"13818
"
2,1,"13944
"
2,0,"14158
"
2,13ecb9ab,"14833
"
2,1,"14950
"
2,0,"15206
"
2,0,"16206
"
2,13ecb9ab,"16272
"
2,0,"17309
"
2,0,"18312
"
2,0,"19801
"
2,0,"21061
"
2,0,23085ld2
2,0,"8077
"
2,0,"9187
"
2,0,"10202
"
2,0,"11322
"
2,83eb710e,"11857
"
2,0,"12385
"
2,0,"13393
"
2,0,"14423
"
2,83eb710e,"14671
"
2,0,"15492
"
2,83eb710e,"15672
"
2,0,"16514
"
2,0,"17533
"
2,0,"18680
"
2,0,"19734
"
2,0,"20737
"
2,0,"22139
"
2,13ecb9ab,"22688
"
2,0,"23233
"
2,0,"24268
"
2,0,"25275
"
2,0,"26278
"
2,13ecb9ab,"27082
"
2,1,"27182
"
2,0,"27296
"
2,13ecb9ab,"28297
"
2,0,"28301
"
2,1,"28329
"
2,0,"29304
"
2,0,"30352
"
2,13ecb9ab,"30576
"
2,0,"31825
"
2,13ecb9ab,"32353
"
2,0,"32884
"
2,0,"33898
"
2,13ecb9ab,"34595
"
2,0,"34907
"
2,0,"35972
"
2,13ecb9ab,"36532
"
2,0,"37012
"
2,0,"38016
"
2,13ecb9ab,"38377
"
2,0,"39024
"
2,0,"40044
"
2,0,"41087
"
2,0,"42089
"
2,0,"43103
"
2,0,"44164
"
2,0,"45183
"
2,0,"46198
"
2,0,"47205
"
2,0,"48226
"
2,start,"48899
"
2,0,"48981
"
2,0,"50017
"
2,0,"51032
"
2,0,"52034
"
2,0,"53061
"
2,0,"54193
"
2,0,"55280
"
2,0,"56319
"
2,0,"57345
"
2,0,"58348
"
2,0,"59362
"
2,0,"60428
"
2,0,"61441
"
